sentence,entities
সাদিয়া আক্তার এর এসি অর্ডার অর্ডার-9098 প্রস্তুত।,"{'username': 'সাদিয়া আক্তার', 'productname': 'এসি', 'orderno': 'অর্ডার-9098'}"
"শরৎচন্দ্র চট্টোপাধ্যায় এর উপন্যাস বইগুলি এখন ধানমন্ডি, ঢাকা এ পাওয়া যাবে।","{'authorname': 'শরৎচন্দ্র চট্টোপাধ্যায়', 'categoryname': 'উপন্যাস', 'address': 'ধানমন্ডি, ঢাকা'}"
08/11/2024 তারিখে অর্ডার-7998 অর্ডারটি ০১৭37840056 নম্বরে ডেলিভারি হবে।,"{'date': '08/11/2024', 'orderno': 'অর্ডার-7998', 'phoneno': '০১৭37840056'}"
02/04/2024 থেকে আদর্শ প্রকাশন এর সকল বই অনলাইনে পাওয়া যাবে।,"{'date': '02/04/2024', 'publishername': 'আদর্শ প্রকাশন'}"
"বেগম রোকেয়া এর কবিতা বইগুলি এখন মিরপুর-১০, ঢাকা এ পাওয়া যাবে।","{'authorname': 'বেগম রোকেয়া', 'categoryname': 'কবিতা', 'address': 'মিরপুর-১০, ঢাকা'}"
19/05/2024 তারিখে অর্ডার-1794 অর্ডারটি ০১৯45319370 নম্বরে ডেলিভারি হবে।,"{'date': '19/05/2024', 'orderno': 'অর্ডার-1794', 'phoneno': '০১৯45319370'}"
গ্রাহক আইডি-74614 টিআরএক্স-152698 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-74614', 'trnx': 'টিআরএক্স-152698'}"
কাস্টমার আইডি আইডি-65090 এর ০১৬85196623 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-65090', 'phoneno': '০১৬85196623'}"
সৈয়দ শামসুল হক এর লেখা পদ্মা নদীর মাঝি বইটি নলেজ হাউস থেকে প্রকাশিত হয়েছে।,"{'authorname': 'সৈয়দ শামসুল হক', 'bookname': 'পদ্মা নদীর মাঝি', 'publishername': 'নলেজ হাউস'}"
করিম খান সম্প্রতি আমি বীরাঙ্গনা বলছি বইটি কিনেছেন।,"{'username': 'করিম খান', 'bookname': 'আমি বীরাঙ্গনা বলছি'}"
গ্রাহক আইডি-59836 টিআরএক্স-716999 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-59836', 'trnx': 'টিআরএক্স-716999'}"
অর্ডার নং অর্ডার-4387 এর জন্য টিআরএক্স-391147 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-4387', 'trnx': 'টিআরএক্স-391147'}"
হাইয়ার এর নতুন মাইক্রোওয়েভ অভেন এর দাম জানতে ০১৫69398498 নম্বরে কল করুন।,"{'brandname': 'হাইয়ার', 'productname': 'মাইক্রোওয়েভ অভেন', 'phoneno': '০১৫69398498'}"
মাওলা ব্রাদার্স থেকে রহস্য বিভাগে নতুন বই প্রকাশিত হয়েছে।,"{'publishername': 'মাওলা ব্রাদার্স', 'categoryname': 'রহস্য'}"
ফাতেমা বেগম এর ফ্রিজ অর্ডার অর্ডার-5832 প্রস্তুত।,"{'username': 'ফাতেমা বেগম', 'productname': 'ফ্রিজ', 'orderno': 'অর্ডার-5832'}"
"নাজমুল হক মিরপুর-১০, ঢাকা থেকে ইনভার্টার কিনেছেন।","{'username': 'নাজমুল হক', 'address': 'মিরপুর-১০, ঢাকা', 'productname': 'ইনভার্টার'}"
শাওমি এর ইতিহাস পণ্যগুলির উপর ছাড় চলছে।,"{'brandname': 'শাওমি', 'categoryname': 'ইতিহাস'}"
কাস্টমার আইডি আইডি-89737 এর ০১৮77003407 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-89737', 'phoneno': '০১৮77003407'}"
অর্ডার নং অর্ডার-8206 এর জন্য টিআরএক্স-708778 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-8206', 'trnx': 'টিআরএক্স-708778'}"
সুফিয়া কামাল এর নতুন বই দেয়াল এর প্রি-অর্ডার অর্ডার-4954 চলছে।,"{'authorname': 'সুফিয়া কামাল', 'bookname': 'দেয়াল', 'orderno': 'অর্ডার-4954'}"
কাস্টমার আইডি আইডি-62414 এর ০১৩72208094 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-62414', 'phoneno': '০১৩72208094'}"
"জামিল হোসেন শান্তিনগর, ঢাকা থেকে ল্যাপটপ কিনেছেন।","{'username': 'জামিল হোসেন', 'address': 'শান্তিনগর, ঢাকা', 'productname': 'ল্যাপটপ'}"
হুয়াওয়ে এর উপন্যাস পণ্যগুলির উপর ছাড় চলছে।,"{'brandname': 'হুয়াওয়ে', 'categoryname': 'উপন্যাস'}"
"তানভীর আহমেদ 05/12/2024 তারিখে বনানী, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'তানভীর আহমেদ', 'date': '05/12/2024', 'address': 'বনানী, ঢাকা'}"
"জাহিদ হাসান গুলশান-২, ঢাকা থেকে ট্যাবলেট কিনেছেন।","{'username': 'জাহিদ হাসান', 'address': 'গুলশান-২, ঢাকা', 'productname': 'ট্যাবলেট'}"
সুফিয়া কামাল এর লেখা নক্ষত্রের রাত বইটি পাঠক সমাবেশ থেকে প্রকাশিত হয়েছে।,"{'authorname': 'সুফিয়া কামাল', 'bookname': 'নক্ষত্রের রাত', 'publishername': 'পাঠক সমাবেশ'}"
"সাদিয়া আক্তার পূর্বাচল, ঢাকা থেকে স্মার্ট ফোন কিনেছেন।","{'username': 'সাদিয়া আক্তার', 'address': 'পূর্বাচল, ঢাকা', 'productname': 'স্মার্ট ফোন'}"
সাদিয়া আক্তার এর মাইক্রোওয়েভ অভেন অর্ডার অর্ডার-7575 প্রস্তুত।,"{'username': 'সাদিয়া আক্তার', 'productname': 'মাইক্রোওয়েভ অভেন', 'orderno': 'অর্ডার-7575'}"
ওয়ালটন এর বিজ্ঞান পণ্যগুলির উপর ছাড় চলছে।,"{'brandname': 'ওয়ালটন', 'categoryname': 'বিজ্ঞান'}"
রবীন্দ্রনাথ ঠাকুর এর নতুন বই শঙ্খনীল কারাগার এর প্রি-অর্ডার অর্ডার-2115 চলছে।,"{'authorname': 'রবীন্দ্রনাথ ঠাকুর', 'bookname': 'শঙ্খনীল কারাগার', 'orderno': 'অর্ডার-2115'}"
সাহিত্য প্রকাশ থেকে উপন্যাস বিভাগে নতুন বই প্রকাশিত হয়েছে।,"{'publishername': 'সাহিত্য প্রকাশ', 'categoryname': 'উপন্যাস'}"
"কাজী নজরুল ইসলাম এর ভ্রমণ বইগুলি এখন ধানমন্ডি, ঢাকা এ পাওয়া যাবে।","{'authorname': 'কাজী নজরুল ইসলাম', 'categoryname': 'ভ্রমণ', 'address': 'ধানমন্ডি, ঢাকা'}"
অর্ডার নং অর্ডার-2990 এর জন্য টিআরএক্স-858984 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-2990', 'trnx': 'টিআরএক্স-858984'}"
17/05/2024 তারিখে অর্ডার-3382 অর্ডারটি ০১৯61955956 নম্বরে ডেলিভারি হবে।,"{'date': '17/05/2024', 'orderno': 'অর্ডার-3382', 'phoneno': '০১৯61955956'}"
"নাজমুল হক 02/03/2024 তারিখে মোহাম্মদপুর, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'নাজমুল হক', 'date': '02/03/2024', 'address': 'মোহাম্মদপুর, ঢাকা'}"
